Subject,Trial,Freq,SignalDetected,AvgPower,PowerVariability,DetectedTimePercentage_1dB,DetectionTime_1dB,DetectedTimePercentage_3dB,DetectionTime_3dB,DetectedTimePercentage_5dB,DetectionTime_5dB
33,1,12.8,0,1.80,1.56,66.67,0.00,33.33,0.00,0.00,nan
33,2,12.8,0,-1.03,2.05,0.00,nan,0.00,nan,0.00,nan
33,3,12.8,0,-3.12,2.93,0.00,nan,0.00,nan,0.00,nan
33,0,13.0,0,-1.13,3.56,66.67,0.00,0.00,nan,0.00,nan
33,1,13.0,0,-2.54,1.84,0.00,nan,0.00,nan,0.00,nan
33,2,13.0,0,-1.37,2.92,33.33,2.00,0.00,nan,0.00,nan
33,3,13.0,0,-4.75,3.05,0.00,nan,0.00,nan,0.00,nan
33,0,13.2,0,-11.03,9.74,0.00,nan,0.00,nan,0.00,nan
33,1,13.2,0,-4.87,4.78,33.33,2.00,0.00,nan,0.00,nan
33,2,13.2,0,-2.87,4.05,33.33,0.00,0.00,nan,0.00,nan
33,3,13.2,0,-6.83,7.55,0.00,nan,0.00,nan,0.00,nan
33,0,13.4,0,1.57,4.06,66.67,0.00,66.67,0.00,0.00,nan
33,1,13.4,0,-5.00,4.64,0.00,nan,0.00,nan,0.00,nan
33,2,13.4,0,-2.84,4.91,33.33,0.00,0.00,nan,0.00,nan
33,3,13.4,0,-4.67,2.68,0.00,nan,0.00,nan,0.00,nan
33,0,13.6,0,-3.12,7.94,66.67,0.00,33.33,1.00,0.00,nan
33,1,13.6,0,-3.25,3.44,33.33,1.00,0.00,nan,0.00,nan
33,2,13.6,0,-1.89,0.62,0.00,nan,0.00,nan,0.00,nan
33,3,13.6,0,0.13,2.13,33.33,1.00,0.00,nan,0.00,nan
33,0,13.8,0,-3.41,0.55,0.00,nan,0.00,nan,0.00,nan
33,1,13.8,0,-1.08,3.40,33.33,2.00,0.00,nan,0.00,nan
33,2,13.8,0,-2.19,2.68,33.33,0.00,0.00,nan,0.00,nan
33,3,13.8,0,-1.98,3.69,33.33,0.00,33.33,0.00,0.00,nan
33,0,14.0,0,-0.93,3.62,33.33,1.00,33.33,1.00,0.00,nan
33,1,14.0,0,-3.68,3.95,33.33,1.00,0.00,nan,0.00,nan
33,2,14.0,0,-7.47,0.87,0.00,nan,0.00,nan,0.00,nan
33,3,14.0,0,-2.98,6.99,66.67,0.00,0.00,nan,0.00,nan
33,0,14.2,0,-5.52,3.19,0.00,nan,0.00,nan,0.00,nan
33,1,14.2,0,-4.95,1.60,0.00,nan,0.00,nan,0.00,nan
33,2,14.2,0,-3.83,2.01,0.00,nan,0.00,nan,0.00,nan
33,3,14.2,0,-2.74,7.31,33.33,2.00,33.33,2.00,0.00,nan
33,0,14.4,0,-4.30,0.81,0.00,nan,0.00,nan,0.00,nan
33,1,14.4,0,-6.16,7.40,0.00,nan,0.00,nan,0.00,nan
33,2,14.4,0,0.69,2.73,66.67,0.00,33.33,1.00,0.00,nan
33,3,14.4,0,-0.06,4.54,66.67,0.00,33.33,2.00,0.00,nan
33,0,14.6,0,-2.26,2.02,0.00,nan,0.00,nan,0.00,nan
33,1,14.6,0,-3.38,3.12,0.00,nan,0.00,nan,0.00,nan
33,2,14.6,0,-4.84,5.87,33.33,2.00,33.33,2.00,0.00,nan
33,3,14.6,0,-0.64,2.89,33.33,1.00,0.00,nan,0.00,nan
33,0,14.8,0,-2.42,2.61,0.00,nan,0.00,nan,0.00,nan
33,1,14.8,0,-3.63,4.98,0.00,nan,0.00,nan,0.00,nan
33,2,14.8,0,-3.07,2.83,0.00,nan,0.00,nan,0.00,nan
33,3,14.8,0,-4.71,1.45,0.00,nan,0.00,nan,0.00,nan
33,0,15.0,0,-1.47,3.15,33.33,2.00,0.00,nan,0.00,nan
33,1,15.0,0,-2.54,7.46,33.33,2.00,33.33,2.00,33.33,2.00
33,2,15.0,0,-5.30,8.16,0.00,nan,0.00,nan,0.00,nan
33,3,15.0,0,-3.70,0.60,0.00,nan,0.00,nan,0.00,nan
33,0,15.2,0,-1.75,3.05,33.33,2.00,0.00,nan,0.00,nan
33,1,15.2,0,-3.47,2.57,0.00,nan,0.00,nan,0.00,nan
33,2,15.2,0,-3.05,4.30,33.33,0.00,0.00,nan,0.00,nan
33,3,15.2,0,-1.55,2.38,33.33,1.00,0.00,nan,0.00,nan
33,0,15.4,0,-2.16,2.45,0.00,nan,0.00,nan,0.00,nan
33,1,15.4,0,-3.63,1.68,0.00,nan,0.00,nan,0.00,nan
33,2,15.4,0,-3.10,1.40,0.00,nan,0.00,nan,0.00,nan
33,3,15.4,0,-4.49,1.15,0.00,nan,0.00,nan,0.00,nan
33,0,15.6,0,-5.65,2.22,0.00,nan,0.00,nan,0.00,nan
33,1,15.6,0,-3.11,1.54,0.00,nan,0.00,nan,0.00,nan
33,2,15.6,0,-8.62,8.17,33.33,2.00,0.00,nan,0.00,nan
33,3,15.6,0,-9.50,4.93,0.00,nan,0.00,nan,0.00,nan
33,0,15.8,0,-4.64,2.72,0.00,nan,0.00,nan,0.00,nan
33,1,15.8,0,-9.70,2.15,0.00,nan,0.00,nan,0.00,nan
33,2,15.8,0,-9.22,2.62,0.00,nan,0.00,nan,0.00,nan
33,3,15.8,0,-0.36,3.57,66.67,1.00,0.00,nan,0.00,nan
34,0,8.0,0,4.14,1.11,100.00,0.00,100.00,0.00,33.33,0.00
34,1,8.0,0,0.88,2.71,66.67,0.00,0.00,nan,0.00,nan
34,2,8.0,0,-1.76,0.83,0.00,nan,0.00,nan,0.00,nan
34,3,8.0,0,0.86,2.05,66.67,1.00,33.33,1.00,0.00,nan
34,0,8.2,0,2.86,2.52,66.67,1.00,66.67,1.00,33.33,1.00
34,1,8.2,0,2.91,2.57,66.67,0.00,33.33,2.00,33.33,2.00
34,2,8.2,0,1.98,5.13,66.67,1.00,66.67,1.00,33.33,1.00
34,3,8.2,0,-4.25,6.23,33.33,1.00,0.00,nan,0.00,nan
34,0,8.4,0,1.53,0.75,66.67,0.00,0.00,nan,0.00,nan
34,1,8.4,0,3.11,1.79,66.67,0.00,66.67,0.00,33.33,0.00
34,2,8.4,0,-0.58,4.71,66.67,0.00,33.33,2.00,0.00,nan
34,3,8.4,1,3.48,4.56,33.33,0.00,33.33,0.00,33.33,0.00
34,0,8.6,0,3.21,4.38,66.67,0.00,66.67,0.00,66.67,0.00
34,1,8.6,1,-2.31,9.58,66.67,0.00,33.33,0.00,33.33,0.00
34,2,8.6,0,3.24,1.22,100.00,0.00,33.33,0.00,0.00,nan
34,3,8.6,1,4.15,2.37,100.00,0.00,66.67,1.00,33.33,2.00
34,0,8.8,1,1.84,3.80,66.67,0.00,33.33,0.00,33.33,0.00
34,1,8.8,0,4.38,4.38,66.67,0.00,66.67,0.00,66.67,0.00
34,2,8.8,0,0.27,1.63,33.33,0.00,0.00,nan,0.00,nan
34,3,8.8,0,0.39,0.82,33.33,0.00,0.00,nan,0.00,nan
34,0,9.0,0,0.38,5.83,66.67,1.00,33.33,2.00,33.33,2.00
34,1,9.0,0,1.45,3.64,66.67,0.00,33.33,0.00,33.33,0.00
34,2,9.0,0,1.69,4.44,66.67,1.00,33.33,2.00,33.33,2.00
34,3,9.0,1,2.92,4.89,66.67,0.00,66.67,0.00,66.67,0.00
34,0,9.2,0,6.99,3.27,100.00,0.00,66.67,0.00,66.67,0.00
34,1,9.2,1,2.98,1.45,100.00,0.00,33.33,1.00,0.00,nan
34,2,9.2,1,3.51,4.75,66.67,0.00,66.67,0.00,33.33,1.00
34,3,9.2,0,2.10,4.00,66.67,1.00,66.67,1.00,33.33,2.00
34,0,9.4,1,3.03,1.32,100.00,0.00,66.67,1.00,0.00,nan
34,1,9.4,1,3.95,5.07,66.67,0.00,66.67,0.00,66.67,0.00
34,2,9.4,1,4.56,4.42,66.67,0.00,66.67,0.00,66.67,0.00
34,3,9.4,1,5.22,2.80,100.00,0.00,100.00,0.00,33.33,1.00
34,0,9.6,1,5.53,1.42,100.00,0.00,100.00,0.00,66.67,1.00
34,1,9.6,0,0.30,3.13,33.33,1.00,33.33,1.00,0.00,nan
34,2,9.6,0,4.11,0.79,100.00,0.00,100.00,0.00,33.33,2.00
34,3,9.6,1,5.50,1.06,100.00,0.00,100.00,0.00,66.67,1.00
34,0,9.8,0,-0.64,1.49,0.00,nan,0.00,nan,0.00,nan
34,1,9.8,0,3.15,2.85,100.00,0.00,33.33,2.00,33.33,2.00
34,2,9.8,0,6.24,0.68,100.00,0.00,100.00,0.00,100.00,0.00
34,3,9.8,0,1.55,5.26,66.67,0.00,66.67,0.00,33.33,1.00
34,0,10.0,0,-3.17,8.58,33.33,0.00,33.33,0.00,33.33,0.00
34,1,10.0,0,1.53,2.18,33.33,0.00,33.33,0.00,0.00,nan
34,2,10.0,1,3.31,4.95,33.33,0.00,33.33,0.00,33.33,0.00
34,3,10.0,1,3.75,3.86,66.67,0.00,33.33,0.00,33.33,0.00
34,0,10.2,0,2.88,2.81,66.67,0.00,66.67,0.00,33.33,1.00
34,1,10.2,0,1.64,1.82,66.67,0.00,33.33,2.00,0.00,nan
34,2,10.2,0,2.98,0.32,100.00,0.00,66.67,1.00,0.00,nan
34,3,10.2,0,-0.28,5.72,66.67,0.00,33.33,0.00,33.33,0.00
34,0,10.4,0,2.42,3.51,66.67,1.00,33.33,1.00,33.33,1.00
34,1,10.4,1,2.21,0.73,100.00,0.00,0.00,nan,0.00,nan
34,2,10.4,0,1.73,4.22,66.67,0.00,33.33,1.00,33.33,1.00
34,3,10.4,1,1.18,3.67,33.33,2.00,33.33,2.00,33.33,2.00
34,0,10.6,1,4.22,2.50,66.67,0.00,66.67,0.00,66.67,0.00
34,1,10.6,1,5.44,3.01,100.00,0.00,66.67,1.00,33.33,2.00
34,2,10.6,0,1.90,3.54,66.67,0.00,33.33,0.00,33.33,0.00
34,3,10.6,0,0.36,3.58,33.33,0.00,33.33,0.00,33.33,0.00
34,0,10.8,0,-1.27,6.17,33.33,0.00,33.33,0.00,33.33,0.00
34,1,10.8,0,4.45,3.68,100.00,0.00,33.33,0.00,33.33,0.00
34,2,10.8,1,4.63,2.76,100.00,0.00,66.67,0.00,33.33,0.00
34,3,10.8,0,-2.32,2.26,0.00,nan,0.00,nan,0.00,nan
34,0,11.0,0,0.36,4.27,33.33,2.00,33.33,2.00,33.33,2.00
34,1,11.0,0,-3.94,7.21,33.33,2.00,33.33,2.00,0.00,nan
34,2,11.0,1,2.19,3.29,66.67,0.00,66.67,0.00,0.00,nan
34,3,11.0,0,-2.52,2.59,0.00,nan,0.00,nan,0.00,nan
34,0,11.2,0,2.57,4.75,66.67,0.00,66.67,0.00,33.33,0.00
34,1,11.2,0,3.16,3.15,66.67,0.00,33.33,0.00,33.33,0.00
34,2,11.2,0,-2.09,0.79,0.00,nan,0.00,nan,0.00,nan
34,3,11.2,0,1.04,0.83,33.33,1.00,0.00,nan,0.00,nan
34,0,11.4,0,3.87,1.93,100.00,0.00,66.67,1.00,33.33,1.00
34,1,11.4,0,1.53,5.44,66.67,0.00,33.33,2.00,33.33,2.00
34,2,11.4,0,3.49,1.82,100.00,0.00,33.33,2.00,33.33,2.00
34,3,11.4,0,-5.55,7.07,33.33,1.00,0.00,nan,0.00,nan
34,0,11.6,0,2.40,1.77,100.00,0.00,33.33,2.00,0.00,nan
34,1,11.6,1,2.21,1.36,66.67,0.00,33.33,0.00,0.00,nan
34,2,11.6,1,2.04,1.66,66.67,1.00,33.33,1.00,0.00,nan
34,3,11.6,0,-0.89,1.57,33.33,1.00,0.00,nan,0.00,nan
34,0,11.8,0,-2.91,2.90,0.00,nan,0.00,nan,0.00,nan
34,1,11.8,0,-9.59,7.36,0.00,nan,0.00,nan,0.00,nan
34,2,11.8,0,-5.89,11.74,66.67,0.00,33.33,0.00,0.00,nan
34,3,11.8,0,-2.77,5.88,33.33,0.00,33.33,0.00,0.00,nan
34,0,12.0,0,1.95,0.54,100.00,0.00,0.00,nan,0.00,nan
34,1,12.0,0,-0.79,5.51,33.33,0.00,33.33,0.00,33.33,0.00
34,2,12.0,0,-0.53,3.41,66.67,0.00,0.00,nan,0.00,nan
34,3,12.0,0,3.89,2.77,66.67,0.00,66.67,0.00,33.33,0.00
34,0,12.2,0,-7.56,6.52,0.00,nan,0.00,nan,0.00,nan
34,1,12.2,0,0.37,6.73,66.67,0.00,66.67,0.00,33.33,2.00
34,2,12.2,0,-1.69,6.66,33.33,2.00,33.33,2.00,33.33,2.00
34,3,12.2,0,-7.65,7.59,0.00,nan,0.00,nan,0.00,nan
34,0,12.4,1,3.92,1.68,100.00,0.00,66.67,0.00,33.33,0.00
34,1,12.4,1,-2.31,9.72,66.67,1.00,66.67,1.00,0.00,nan
34,2,12.4,0,2.78,0.86,100.00,0.00,66.67,0.00,0.00,nan
34,3,12.4,0,-5.19,8.94,33.33,1.00,33.33,1.00,0.00,nan
34,0,12.6,0,-5.66,5.84,33.33,1.00,0.00,nan,0.00,nan
34,1,12.6,1,1.02,1.32,66.67,1.00,0.00,nan,0.00,nan
34,2,12.6,0,-0.19,2.28,33.33,2.00,0.00,nan,0.00,nan
34,3,12.6,1,0.62,3.30,33.33,0.00,33.33,0.00,33.33,0.00
34,0,12.8,0,0.79,2.66,33.33,2.00,33.33,2.00,0.00,nan
34,1,12.8,1,0.74,3.94,33.33,1.00,33.33,1.00,33.33,1.00
34,2,12.8,0,-1.67,5.99,33.33,2.00,33.33,2.00,33.33,2.00
34,3,12.8,0,1.76,3.95,66.67,0.00,66.67,0.00,33.33,2.00
34,0,13.0,0,4.13,1.66,100.00,0.00,66.67,0.00,66.67,0.00
34,1,13.0,0,-2.30,0.73,0.00,nan,0.00,nan,0.00,nan
34,2,13.0,0,-0.44,2.65,33.33,1.00,0.00,nan,0.00,nan
34,3,13.0,0,-1.59,2.91,33.33,2.00,0.00,nan,0.00,nan
34,0,13.2,0,0.95,0.66,33.33,1.00,0.00,nan,0.00,nan
34,1,13.2,0,-2.22,2.03,0.00,nan,0.00,nan,0.00,nan
34,2,13.2,0,1.61,2.83,66.67,0.00,33.33,0.00,0.00,nan
34,3,13.2,0,-5.60,4.17,0.00,nan,0.00,nan,0.00,nan
34,0,13.4,0,1.24,3.21,33.33,1.00,33.33,1.00,33.33,1.00
34,1,13.4,0,-3.63,6.26,33.33,0.00,0.00,nan,0.00,nan
34,2,13.4,0,-7.85,2.84,0.00,nan,0.00,nan,0.00,nan
34,3,13.4,0,-5.85,9.92,33.33,0.00,33.33,0.00,0.00,nan
34,0,13.6,0,-2.97,2.43,0.00,nan,0.00,nan,0.00,nan
34,1,13.6,0,1.93,1.59,33.33,2.00,33.33,2.00,0.00,nan
34,2,13.6,0,-3.07,11.08,33.33,2.00,33.33,2.00,33.33,2.00
34,3,13.6,0,-4.98,6.41,33.33,1.00,0.00,nan,0.00,nan
34,0,13.8,0,-1.63,1.94,0.00,nan,0.00,nan,0.00,nan
34,1,13.8,0,-4.23,2.95,0.00,nan,0.00,nan,0.00,nan
34,2,13.8,0,-4.54,3.81,0.00,nan,0.00,nan,0.00,nan
34,3,13.8,0,-2.61,0.18,0.00,nan,0.00,nan,0.00,nan
34,0,14.0,0,-7.32,1.63,0.00,nan,0.00,nan,0.00,nan
34,1,14.0,0,-8.38,6.39,0.00,nan,0.00,nan,0.00,nan
34,2,14.0,0,-3.90,6.68,33.33,2.00,33.33,2.00,0.00,nan
34,3,14.0,0,-5.98,1.85,0.00,nan,0.00,nan,0.00,nan
34,0,14.2,0,0.68,5.07,66.67,0.00,33.33,2.00,33.33,2.00
34,1,14.2,0,-2.43,5.45,33.33,2.00,0.00,nan,0.00,nan
34,2,14.2,0,-3.29,2.47,0.00,nan,0.00,nan,0.00,nan
34,3,14.2,0,-0.26,2.59,66.67,0.00,0.00,nan,0.00,nan
34,0,14.4,0,0.51,1.01,66.67,0.00,0.00,nan,0.00,nan
34,1,14.4,0,-0.17,0.97,0.00,nan,0.00,nan,0.00,nan
34,2,14.4,0,-1.14,0.78,0.00,nan,0.00,nan,0.00,nan
34,3,14.4,0,-0.31,7.08,66.67,0.00,66.67,0.00,33.33,0.00
34,0,14.6,0,-1.21,1.49,0.00,nan,0.00,nan,0.00,nan
34,1,14.6,0,-1.34,0.90,0.00,nan,0.00,nan,0.00,nan
34,2,14.6,1,-0.59,3.51,66.67,0.00,0.00,nan,0.00,nan
34,3,14.6,0,2.20,2.17,66.67,1.00,33.33,2.00,0.00,nan
34,0,14.8,0,-1.05,2.20,33.33,0.00,0.00,nan,0.00,nan
34,1,14.8,0,-1.76,1.92,0.00,nan,0.00,nan,0.00,nan
34,2,14.8,0,-3.52,7.52,33.33,2.00,33.33,2.00,0.00,nan
34,3,14.8,0,-2.30,5.00,33.33,2.00,33.33,2.00,0.00,nan
34,0,15.0,0,-1.52,5.00,33.33,2.00,33.33,2.00,0.00,nan
34,1,15.0,0,-1.28,3.08,33.33,2.00,33.33,2.00,0.00,nan
34,2,15.0,0,-3.62,7.66,33.33,2.00,33.33,2.00,33.33,2.00
34,3,15.0,0,-8.90,3.54,0.00,nan,0.00,nan,0.00,nan
34,0,15.2,0,-5.70,2.81,0.00,nan,0.00,nan,0.00,nan
34,1,15.2,0,-2.80,4.73,33.33,0.00,0.00,nan,0.00,nan
34,2,15.2,0,2.02,1.40,66.67,0.00,33.33,0.00,0.00,nan
34,3,15.2,0,-3.18,8.93,33.33,0.00,33.33,0.00,33.33,0.00
34,0,15.4,0,0.91,1.91,33.33,1.00,33.33,1.00,0.00,nan
34,1,15.4,0,-2.48,3.23,0.00,nan,0.00,nan,0.00,nan
34,2,15.4,0,-0.99,3.53,33.33,1.00,33.33,1.00,0.00,nan
34,3,15.4,0,-1.04,4.16,33.33,0.00,33.33,0.00,0.00,nan
34,0,15.6,1,2.47,5.17,66.67,1.00,66.67,1.00,66.67,1.00
34,1,15.6,0,-1.01,2.74,33.33,2.00,0.00,nan,0.00,nan
34,2,15.6,0,0.83,1.00,33.33,2.00,0.00,nan,0.00,nan
34,3,15.6,0,-4.17,7.61,33.33,0.00,33.33,0.00,0.00,nan
34,0,15.8,0,-0.02,5.10,66.67,0.00,33.33,0.00,0.00,nan
34,1,15.8,0,1.03,4.34,66.67,0.00,66.67,0.00,0.00,nan
34,2,15.8,0,-6.94,4.81,0.00,nan,0.00,nan,0.00,nan
34,3,15.8,0,0.58,3.79,33.33,0.00,33.33,0.00,33.33,0.00
35,0,8.0,1,11.37,0.82,100.00,0.00,100.00,0.00,100.00,0.00
35,1,8.0,1,12.01,0.37,100.00,0.00,100.00,0.00,100.00,0.00
35,2,8.0,1,12.18,2.90,100.00,0.00,100.00,0.00,100.00,0.00
35,3,8.0,0,9.24,3.12,100.00,0.00,100.00,0.00,100.00,0.00
35,0,8.2,0,10.15,6.26,100.00,0.00,100.00,0.00,66.67,0.00
35,1,8.2,0,13.90,4.59,100.00,0.00,100.00,0.00,100.00,0.00
35,2,8.2,1,9.40,2.41,100.00,0.00,100.00,0.00,100.00,0.00
35,3,8.2,1,9.24,2.77,100.00,0.00,100.00,0.00,100.00,0.00
35,0,8.4,1,9.51,2.30,100.00,0.00,100.00,0.00,100.00,0.00
35,1,8.4,0,2.71,0.68,100.00,0.00,66.67,0.00,0.00,nan
35,2,8.4,0,12.51,0.26,100.00,0.00,100.00,0.00,100.00,0.00
35,3,8.4,0,1.87,9.77,66.67,1.00,66.67,1.00,33.33,1.00
35,0,8.6,0,1.44,9.56,66.67,0.00,33.33,1.00,33.33,1.00
35,1,8.6,0,7.34,6.70,66.67,0.00,66.67,0.00,66.67,0.00
35,2,8.6,1,9.74,4.71,100.00,0.00,100.00,0.00,66.67,0.00
35,3,8.6,1,10.79,2.71,100.00,0.00,100.00,0.00,100.00,0.00
35,0,8.8,0,7.54,1.70,100.00,0.00,100.00,0.00,100.00,0.00
35,1,8.8,1,9.44,4.57,100.00,0.00,100.00,0.00,66.67,1.00
35,2,8.8,0,12.04,2.46,100.00,0.00,100.00,0.00,100.00,0.00
35,3,8.8,0,6.44,1.27,100.00,0.00,100.00,0.00,66.67,1.00
35,0,9.0,0,11.04,3.04,100.00,0.00,100.00,0.00,100.00,0.00
35,1,9.0,1,10.29,4.61,100.00,0.00,100.00,0.00,66.67,0.00
35,2,9.0,0,4.53,7.17,66.67,1.00,33.33,1.00,33.33,1.00
35,3,9.0,0,-6.57,3.27,0.00,nan,0.00,nan,0.00,nan
35,0,9.2,1,12.30,0.79,100.00,0.00,100.00,0.00,100.00,0.00
35,1,9.2,1,12.22,2.98,100.00,0.00,100.00,0.00,100.00,0.00
35,2,9.2,1,6.28,13.42,66.67,0.00,66.67,0.00,66.67,0.00
35,3,9.2,0,5.18,1.35,100.00,0.00,100.00,0.00,33.33,1.00
35,0,9.4,0,9.73,3.33,100.00,0.00,100.00,0.00,100.00,0.00
35,1,9.4,1,9.91,1.72,100.00,0.00,100.00,0.00,100.00,0.00
35,2,9.4,1,10.93,2.56,100.00,0.00,100.00,0.00,100.00,0.00
35,3,9.4,1,8.25,4.37,100.00,0.00,100.00,0.00,66.67,0.00
35,0,9.6,1,14.01,3.19,100.00,0.00,100.00,0.00,100.00,0.00
35,1,9.6,1,11.69,2.38,100.00,0.00,100.00,0.00,100.00,0.00
35,2,9.6,1,10.52,0.82,100.00,0.00,100.00,0.00,100.00,0.00
35,3,9.6,1,8.47,3.74,100.00,0.00,100.00,0.00,66.67,0.00
35,0,9.8,1,9.49,3.52,100.00,0.00,100.00,0.00,100.00,0.00
35,1,9.8,1,6.97,3.04,100.00,0.00,100.00,0.00,66.67,0.00
35,2,9.8,0,-1.77,6.38,33.33,2.00,33.33,2.00,33.33,2.00
35,3,9.8,0,6.99,2.07,100.00,0.00,100.00,0.00,100.00,0.00
35,0,10.0,0,9.73,2.86,100.00,0.00,100.00,0.00,100.00,0.00
35,1,10.0,1,2.66,11.42,66.67,0.00,66.67,0.00,66.67,0.00
35,2,10.0,0,8.54,2.13,100.00,0.00,100.00,0.00,100.00,0.00
35,3,10.0,0,7.92,2.50,100.00,0.00,100.00,0.00,100.00,0.00
35,0,10.2,1,12.70,7.36,100.00,0.00,66.67,1.00,66.67,1.00
35,1,10.2,0,4.53,5.55,66.67,0.00,33.33,0.00,33.33,0.00
35,2,10.2,1,16.98,6.22,100.00,0.00,100.00,0.00,100.00,0.00
35,3,10.2,0,5.43,5.13,66.67,0.00,66.67,0.00,33.33,2.00
35,0,10.4,0,8.05,1.95,100.00,0.00,100.00,0.00,100.00,0.00
35,1,10.4,1,13.27,1.30,100.00,0.00,100.00,0.00,100.00,0.00
35,2,10.4,1,7.45,1.05,100.00,0.00,100.00,0.00,100.00,0.00
35,3,10.4,0,10.60,4.76,100.00,0.00,100.00,0.00,66.67,1.00
35,0,10.6,0,11.22,1.68,100.00,0.00,100.00,0.00,100.00,0.00
35,1,10.6,1,9.81,3.16,100.00,0.00,100.00,0.00,100.00,0.00
35,2,10.6,1,10.94,2.01,100.00,0.00,100.00,0.00,100.00,0.00
35,3,10.6,0,10.18,2.73,100.00,0.00,100.00,0.00,100.00,0.00
35,0,10.8,1,8.60,5.46,66.67,1.00,66.67,1.00,66.67,1.00
35,1,10.8,1,12.62,0.46,100.00,0.00,100.00,0.00,100.00,0.00
35,2,10.8,1,13.56,1.80,100.00,0.00,100.00,0.00,100.00,0.00
35,3,10.8,0,4.89,5.29,66.67,0.00,66.67,0.00,66.67,0.00
35,0,11.0,0,12.00,2.78,100.00,0.00,100.00,0.00,100.00,0.00
35,1,11.0,0,11.03,1.49,100.00,0.00,100.00,0.00,100.00,0.00
35,2,11.0,0,12.22,3.70,100.00,0.00,100.00,0.00,100.00,0.00
35,3,11.0,0,9.97,1.62,100.00,0.00,100.00,0.00,100.00,0.00
35,0,11.2,0,1.61,2.91,66.67,1.00,66.67,1.00,0.00,nan
35,1,11.2,0,9.06,3.29,100.00,0.00,100.00,0.00,100.00,0.00
35,2,11.2,0,6.60,3.12,100.00,0.00,66.67,0.00,66.67,0.00
35,3,11.2,0,8.54,2.87,100.00,0.00,100.00,0.00,66.67,1.00
35,0,11.4,0,6.22,5.46,66.67,1.00,66.67,1.00,66.67,1.00
35,1,11.4,0,11.88,0.89,100.00,0.00,100.00,0.00,100.00,0.00
35,2,11.4,0,0.05,11.61,66.67,1.00,66.67,1.00,66.67,1.00
35,3,11.4,0,5.78,3.49,100.00,0.00,66.67,1.00,33.33,1.00
35,0,11.6,0,5.45,5.57,66.67,1.00,66.67,1.00,66.67,1.00
35,1,11.6,0,11.46,4.03,100.00,0.00,100.00,0.00,100.00,0.00
35,2,11.6,0,7.06,4.14,100.00,0.00,66.67,1.00,66.67,1.00
35,3,11.6,0,5.00,3.14,100.00,0.00,66.67,0.00,33.33,1.00
35,0,11.8,0,1.87,7.60,66.67,0.00,33.33,1.00,33.33,1.00
35,1,11.8,0,5.25,4.67,66.67,0.00,66.67,0.00,66.67,0.00
35,2,11.8,0,4.21,6.07,66.67,1.00,33.33,1.00,33.33,1.00
35,3,11.8,0,6.35,2.78,100.00,0.00,100.00,0.00,66.67,0.00
35,0,12.0,0,6.60,2.12,100.00,0.00,100.00,0.00,66.67,0.00
35,1,12.0,0,4.64,3.06,66.67,0.00,66.67,0.00,66.67,0.00
35,2,12.0,0,8.31,4.52,100.00,0.00,100.00,0.00,66.67,0.00
35,3,12.0,1,10.31,2.54,100.00,0.00,100.00,0.00,100.00,0.00
35,0,12.2,0,5.11,2.99,100.00,0.00,66.67,0.00,66.67,0.00
35,1,12.2,0,8.13,1.77,100.00,0.00,100.00,0.00,100.00,0.00
35,2,12.2,0,6.22,2.66,100.00,0.00,100.00,0.00,66.67,0.00
35,3,12.2,0,-1.16,7.22,66.67,0.00,33.33,1.00,33.33,1.00
35,0,12.4,0,4.37,4.50,66.67,1.00,66.67,1.00,33.33,2.00
35,1,12.4,0,5.23,7.18,66.67,1.00,66.67,1.00,66.67,1.00
35,2,12.4,1,6.52,7.60,66.67,1.00,66.67,1.00,66.67,1.00
35,3,12.4,0,4.87,2.09,100.00,0.00,66.67,1.00,66.67,1.00
35,0,12.6,0,5.75,4.61,66.67,0.00,66.67,0.00,66.67,0.00
35,1,12.6,0,2.40,6.76,33.33,2.00,33.33,2.00,33.33,2.00
35,2,12.6,0,10.38,0.58,100.00,0.00,100.00,0.00,100.00,0.00
35,3,12.6,0,5.06,3.29,66.67,0.00,66.67,0.00,66.67,0.00
35,0,12.8,0,1.92,1.38,66.67,1.00,33.33,1.00,0.00,nan
35,1,12.8,1,8.66,2.37,100.00,0.00,100.00,0.00,100.00,0.00
35,2,12.8,0,9.52,2.38,100.00,0.00,100.00,0.00,100.00,0.00
35,3,12.8,0,8.78,2.34,100.00,0.00,100.00,0.00,100.00,0.00
35,0,13.0,0,2.14,5.05,33.33,0.00,33.33,0.00,33.33,0.00
35,1,13.0,0,6.97,5.94,66.67,0.00,66.67,0.00,66.67,0.00
35,2,13.0,0,7.94,0.17,100.00,0.00,100.00,0.00,100.00,0.00
35,3,13.0,0,1.38,4.89,66.67,1.00,33.33,1.00,33.33,1.00
35,0,13.2,0,6.10,5.04,66.67,0.00,66.67,0.00,66.67,0.00
35,1,13.2,0,10.68,0.83,100.00,0.00,100.00,0.00,100.00,0.00
35,2,13.2,0,4.63,7.63,66.67,0.00,66.67,0.00,66.67,0.00
35,3,13.2,0,4.63,3.63,66.67,0.00,66.67,0.00,33.33,0.00
35,0,13.4,1,10.03,2.95,100.00,0.00,100.00,0.00,100.00,0.00
35,1,13.4,0,4.80,1.79,100.00,0.00,66.67,1.00,33.33,2.00
35,2,13.4,0,3.82,5.30,66.67,1.00,66.67,1.00,33.33,1.00
35,3,13.4,0,4.70,5.78,66.67,0.00,66.67,0.00,66.67,0.00
